,S2Ctrl_7,WTCtrl_1,S2Ctrl_8,WTCtrl_2,S2Ctrl_9,WTCtrl_3,S2CYTO_10,WTCYTO_4,S2CYTO_11,WTCYTO_5,S2CYTO_12,WTCYTO_6
AC004148.2,141,155,119,361,190,209,96,199,88,129,174,159
AC004156.1,14,2,12,59,23,48,0,4,0,12,10,14
AC004158.1,0,0,8,0,0,0,2,1,2,2,2,6
AC004160.1,15,5,15,43,7,8,8,2,0,2,5,8
AC004160.2,0,0,0,2,0,1,0,0,0,0,0,0
AC004217.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004217.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004221.1,0,0,0,7,0,0,0,0,0,0,0,0
AC004223.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004223.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004223.3,2,2,0,0,0,1,0,1,0,0,0,0
AC004224.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004224.2,0,10,0,34,0,10,6,7,0,0,0,0
AC004231.1,0,0,0,8,0,2,0,0,0,0,0,0
AC004231.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004232.1,0,0,0,1,0,0,0,0,0,0,0,0
AC004232.2,0,0,0,0,1,0,0,0,0,0,0,0
AC004232.3,3,3,2,10,2,1,0,2,0,0,0,0
AC004233.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004233.2,0,0,0,6,0,0,0,0,0,0,0,0
AC004233.3,0,0,0,2,0,4,0,4,0,4,4,2
AC004233.4,1,0,0,2,0,2,0,0,0,1,0,0
AC004241.1,52,28,32,102,30,77,33,80,30,63,50,53
AC004241.2,3,2,2,2,5,6,2,2,2,6,6,11
AC004241.3,4,11,7,14,8,8,11,26,4,12,14,20
AC004241.4,0,0,2,2,2,0,0,2,0,2,0,2
AC004241.5,7,8,22,22,11,10,14,20,6,24,39,41
AC004253.1,5,0,3,5,2,6,0,6,0,1,0,4
AC004253.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004257.1,0,0,0,0,1,0,0,0,0,0,0,0
AC004263.1,6,3,0,10,0,0,2,0,0,2,4,0
AC004264.1,24,41,59,181,40,27,39,89,19,122,51,74
AC004264.2,0,0,0,9,6,4,2,7,2,0,0,6
AC004381.1,0,0,2,2,2,0,0,0,2,0,0,0
AC004381.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004381.3,0,0,0,2,0,0,0,0,0,0,0,0
AC004383.1,0,5,4,11,3,5,0,1,0,0,0,0
AC004386.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004386.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004408.1,0,0,0,3,0,0,0,0,0,0,0,0
AC004408.2,0,0,0,0,0,2,0,0,0,0,0,0
AC004415.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004448.3,0,0,0,21,0,0,0,0,0,0,0,0
AC004449.1,0,3,1,4,4,0,4,2,0,2,0,2
AC004453.1,59,44,50,118,41,51,18,33,19,32,41,30
AC004453.2,2,0,0,0,0,1,0,3,0,0,0,2
AC004461.1,0,1,0,4,3,0,0,0,0,0,0,0
AC004461.2,5,2,5,11,2,0,6,1,4,2,4,3
AC004466.1,42,46,26,87,36,35,30,92,19,40,21,41
AC004466.2,2,2,4,7,2,2,0,3,2,2,2,0
AC004466.3,0,2,0,11,2,3,0,0,0,2,3,1
AC004467.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004470.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004471.1,4,6,7,11,8,3,2,11,4,2,1,3
AC004471.2,0,0,0,3,0,0,0,0,0,5,0,0
AC004477.1,8,12,25,73,12,25,2,6,2,8,2,6
AC004477.2,45,33,39,143,36,48,56,116,57,81,31,59
AC004477.3,8,21,12,27,11,12,1,8,0,4,16,6
AC004485.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004486.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004490.1,23,29,12,73,14,41,14,46,4,20,20,32
AC004491.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004492.1,2,6,6,5,7,2,4,13,2,0,5,8
AC004494.1,1,0,0,5,0,0,0,0,0,0,0,0
AC004494.2,0,0,2,0,0,0,0,0,0,0,0,2
AC004522.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004522.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004528.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004528.2,10,9,21,41,9,21,12,33,0,16,2,15
AC004540.1,12,6,2,18,10,7,0,0,0,0,0,0
AC004540.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004542.1,19,28,8,39,15,19,12,27,13,20,11,10
AC004542.2,33,24,29,88,21,46,18,41,24,26,25,24
AC004543.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004551.1,0,0,0,0,0,0,0,0,10,7,0,0
AC004552.1,220,165,229,627,229,244,107,247,80,174,266,208
AC004554.1,0,0,0,0,0,0,0,3,0,3,0,0
AC004554.2,15,8,8,15,10,16,16,30,18,49,28,49
AC004556.1,975,882,962,2094,775,769,572,1266,349,657,409,453
AC004584.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004584.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004584.3,0,0,0,1,0,2,0,0,0,0,0,0
AC004585.1,79,40,34,161,13,35,6,20,8,10,8,9
AC004585.2,0,0,0,0,0,0,0,0,0,2,0,0
AC004590.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004593.3,0,2,7,0,0,4,2,2,10,11,2,0
AC004594.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004596.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004597.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004623.1,2,2,12,25,0,7,14,9,0,1,1,4
AC004637.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004656.1,148,138,73,146,143,134,29,46,10,48,47,68
AC004672.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004672.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004674.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004678.1,0,0,0,1,2,0,0,0,0,0,1,0
AC004678.2,0,0,0,1,0,0,1,0,0,3,0,0
AC004687.1,0,0,0,0,0,2,0,0,0,0,2,2
AC004687.2,4,2,2,2,4,13,0,35,1,7,9,13
AC004690.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004690.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004691.1,0,2,0,0,0,0,0,0,0,0,0,0
AC004691.2,0,7,0,0,0,0,0,0,0,0,0,4
AC004692.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004692.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004696.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004696.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004702.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004704.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.1,0,0,0,4,3,0,0,0,0,0,0,0
AC004706.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004706.3,52,53,95,219,101,100,28,91,24,38,43,36
AC004707.1,0,0,7,19,4,7,9,51,5,49,32,15
AC004754.1,0,0,16,0,0,0,0,0,0,0,4,0
AC004765.1,0,0,0,0,0,0,0,0,0,0,6,0
AC004771.1,2,0,0,13,0,3,2,2,0,4,0,2
AC004771.2,3,0,0,1,0,0,0,5,0,0,0,4
AC004771.3,25,25,26,62,29,41,9,17,9,14,17,30
AC004771.4,5,0,0,4,2,2,1,4,5,8,1,10
AC004771.5,8,5,4,17,4,7,0,29,4,6,10,10
AC004775.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004777.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004784.1,0,0,0,0,0,2,0,0,0,0,0,0
AC004790.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004790.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004792.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.2,4,14,1,6,0,0,1,4,2,14,2,1
AC004801.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.5,0,0,0,0,0,0,0,0,0,0,0,0
AC004801.6,8,8,6,18,8,10,2,17,0,2,2,4
AC004801.7,0,0,0,0,0,0,0,0,0,0,0,0
AC004803.1,111,155,210,443,148,171,97,219,84,128,176,144
AC004805.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004805.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004808.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004812.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004812.2,254,251,180,476,257,303,140,255,41,108,139,89
AC004816.1,27,32,14,39,13,6,0,8,0,0,0,0
AC004816.2,2,4,11,25,15,8,0,0,0,0,1,6
AC004817.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004817.2,0,2,2,0,0,0,0,0,0,0,0,0
AC004817.3,87,58,37,94,48,52,20,75,22,22,30,24
AC004817.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004824.1,2,3,2,13,18,3,3,0,0,0,3,6
AC004825.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004825.2,35,33,46,45,26,32,21,36,18,20,32,15
AC004828.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004830.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004832.3,9,21,34,64,46,10,0,14,8,36,32,25
AC004832.4,4,0,2,13,7,6,5,3,0,4,7,2
AC004832.5,2,3,4,23,6,2,0,7,0,5,2,0
AC004832.6,2,0,0,5,2,0,0,1,0,2,0,0
AC004834.1,0,0,0,9,0,7,0,0,0,2,0,0
AC004835.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004835.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004836.1,4,0,0,0,0,0,0,0,0,0,0,0
AC004837.1,5,2,6,10,15,8,5,7,0,6,7,3
AC004837.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004837.3,0,0,0,0,0,0,0,0,1,0,0,0
AC004839.1,7,0,0,12,1,2,5,11,4,2,4,8
AC004840.1,3,0,0,0,2,0,0,0,0,0,0,1
AC004840.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004846.1,66,80,98,224,68,85,25,46,27,54,72,56
AC004846.2,11,12,1,32,13,6,13,22,4,13,16,5
AC004847.1,0,0,0,4,0,0,0,0,0,0,0,0
AC004852.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004852.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004852.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004853.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004854.1,0,0,0,2,0,0,0,0,0,0,0,0
AC004854.2,31,16,36,38,18,22,32,80,104,73,54,43
AC004858.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004862.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004865.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004865.2,8,8,0,52,15,18,14,38,16,21,0,20
AC004866.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004866.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004869.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004869.2,0,0,0,1,0,0,0,0,0,0,0,0
AC004870.1,10,7,9,30,2,5,4,4,1,2,2,0
AC004870.2,0,0,0,0,0,2,0,0,0,0,0,0
AC004870.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004870.4,0,0,2,0,0,0,0,0,0,0,0,0
AC004872.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004875.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004877.1,19,4,34,53,29,20,0,10,46,5,13,0
AC004877.2,8,10,9,32,8,18,1,7,2,1,6,4
AC004882.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004882.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004884.2,1,4,1,10,1,4,0,8,0,4,3,4
AC004888.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004889.1,55,30,41,146,70,82,56,111,34,104,135,99
AC004890.1,15,15,10,35,10,10,7,14,7,8,8,3
AC004890.2,65,97,121,755,115,88,23,140,28,81,38,72
AC004890.3,0,0,0,0,0,0,4,0,0,0,0,2
AC004893.1,0,0,0,0,4,0,0,4,0,0,1,0
AC004893.2,0,0,0,1,0,0,0,0,0,0,0,0
AC004895.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004898.1,0,0,0,2,0,1,0,0,0,0,0,0
AC004899.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004899.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004900.1,0,0,0,0,2,0,1,0,4,0,0,0
AC004906.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004908.1,6,13,9,45,9,6,4,11,6,6,5,5
AC004908.2,7,4,7,24,10,10,0,2,3,7,7,13
AC004908.3,0,2,1,2,6,2,6,5,0,1,3,8
AC004910.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004911.1,2,0,0,0,0,0,0,2,0,0,0,0
AC004917.1,0,0,0,1,1,0,0,0,1,8,1,0
AC004918.1,8,5,5,24,7,4,1,12,5,0,0,5
AC004918.3,41,54,32,111,36,43,17,56,11,21,25,28
AC004920.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004921.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004922.1,141,1352,40,149,31,1033,439,463,10,183,31,1320
AC004923.1,0,0,0,1,0,1,0,0,0,0,0,0
AC004923.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004923.4,6,13,6,27,9,9,2,3,5,9,4,0
AC004925.1,3,4,0,2,6,5,0,0,2,0,2,0
AC004930.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004936.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004938.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004941.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004941.2,0,0,0,0,0,1,1,0,1,0,0,0
AC004943.1,9,6,2,6,3,3,0,0,0,0,0,2
AC004943.2,42,437,104,19,41,13,0,0,7,0,152,9
AC004943.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004944.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004945.1,0,0,0,2,0,0,0,0,0,0,0,0
AC004946.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004947.2,0,0,0,0,0,0,0,0,0,0,0,0
AC004948.1,0,0,0,0,0,0,0,0,0,0,2,0
AC004949.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004951.1,0,0,0,0,8,0,0,16,0,2,0,0
AC004951.2,0,0,0,0,0,0,1,0,0,0,0,0
AC004951.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004951.4,0,0,7,23,0,0,0,5,33,0,4,0
AC004965.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004967.1,7,4,2,5,1,1,1,17,6,8,2,2
AC004967.2,20,18,20,102,8,7,26,101,52,75,14,73
AC004969.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004972.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004973.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004974.1,25,40,82,55,47,80,6,50,6,7,39,18
AC004975.1,0,0,0,0,1,1,0,1,0,0,1,1
AC004975.2,0,0,0,4,0,0,0,8,0,0,0,4
AC004980.1,414,482,340,801,327,344,184,339,172,230,251,253
AC004980.2,24,26,26,52,37,33,13,30,9,17,33,30
AC004980.3,0,0,7,15,16,12,0,0,0,0,0,7
AC004980.4,0,0,0,0,0,0,0,0,0,0,0,0
AC004982.1,2,16,0,5,7,3,0,0,0,0,0,0
AC004982.2,21,21,16,62,21,27,4,4,0,8,6,4
AC004986.1,0,0,1,0,0,0,0,0,0,0,0,0
AC004987.1,0,0,2,0,2,0,0,0,0,0,2,0
AC004987.2,6,9,11,6,27,8,3,4,2,4,8,2
AC004987.3,0,0,0,0,0,0,0,0,0,0,0,0
AC004987.4,0,0,1,0,0,0,0,0,0,0,0,0
AC004988.1,0,0,0,2,0,0,0,0,6,0,0,0
AC004990.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004994.1,0,0,0,0,0,0,0,0,0,0,0,0
AC004997.1,22,23,435,783,181,242,0,143,12,26,132,126
AC005000.1,190,169,225,566,202,224,77,168,83,147,260,153
AC005000.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005002.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005002.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005005.3,25,46,25,71,34,41,49,108,33,66,63,80
AC005005.4,1,0,0,0,0,0,2,0,0,0,0,0
AC005006.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005008.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005008.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005009.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005009.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005011.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005013.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005014.1,5,0,2,0,5,1,0,1,1,2,0,6
AC005014.2,2,8,2,7,0,0,1,0,0,2,2,2
AC005014.3,0,0,4,2,0,1,0,0,0,0,0,0
AC005019.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005019.2,0,2,0,8,0,9,0,0,0,0,0,0
AC005020.1,2,2,1,2,4,0,0,1,1,4,0,3
AC005020.2,0,0,25,37,0,12,0,31,0,20,0,6
AC005021.1,0,0,0,0,1,1,0,2,0,0,0,0
AC005033.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005034.2,0,2,0,4,2,0,0,0,0,0,0,0
AC005034.3,244,258,228,423,258,333,74,191,33,87,157,133
AC005034.4,0,1,4,4,0,6,0,2,2,1,0,0
AC005034.5,17,10,13,19,20,42,7,5,2,6,12,9
AC005037.1,4,7,3,7,0,7,0,3,2,0,0,4
AC005040.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005041.1,7,14,8,17,12,13,10,28,0,16,13,23
AC005041.2,0,0,0,0,0,0,0,1,0,0,2,0
AC005041.3,5,10,13,10,6,6,1,8,0,0,8,2
AC005042.1,0,0,0,5,0,0,0,3,0,2,0,2
AC005042.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005042.3,0,1,0,0,0,0,0,0,0,0,0,0
AC005046.1,28,35,10,37,32,18,8,30,2,7,15,12
AC005050.1,0,0,0,0,0,0,0,2,0,0,4,0
AC005052.1,0,0,0,0,0,0,0,0,0,0,0,2
AC005062.1,5,1,2,8,2,0,3,7,2,1,0,0
AC005064.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005066.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005070.3,10,6,8,21,18,24,6,14,2,2,12,19
AC005072.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005076.1,13,6,23,74,22,13,4,13,6,4,0,0
AC005077.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005077.2,3,7,8,6,0,1,0,2,1,3,1,1
AC005077.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005077.4,24,15,13,63,35,32,4,4,2,0,2,4
AC005082.1,8,14,17,23,26,27,6,8,0,0,16,10
AC005082.2,0,0,0,0,0,0,0,0,0,0,0,4
AC005083.1,0,0,0,5,0,0,0,0,0,0,0,0
AC005084.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005086.4,0,0,0,0,0,0,0,0,0,0,0,0
AC005088.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005089.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005090.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005091.1,0,0,0,27,0,0,0,31,0,0,9,0
AC005094.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005096.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005099.1,1,0,0,0,0,0,0,2,0,2,0,0
AC005100.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005102.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005104.1,40,34,17,31,51,44,18,41,14,16,22,28
AC005104.2,0,0,0,4,0,0,0,0,0,0,2,0
AC005105.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005144.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005150.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005154.1,0,2,0,2,0,0,0,2,0,0,0,0
AC005154.2,6,8,16,10,1,8,1,6,1,6,1,2
AC005154.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005154.4,0,0,0,0,0,0,0,0,0,2,0,0
AC005154.5,0,0,0,0,0,0,0,0,0,1,0,0
AC005156.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005160.1,0,0,0,1,1,0,0,0,0,0,0,0
AC005162.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005162.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005162.3,0,0,0,0,0,0,0,0,1,0,0,0
AC005165.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005165.2,0,0,0,0,0,0,0,0,0,4,0,0
AC005176.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005176.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005178.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005180.1,7,7,5,10,0,0,4,0,0,2,0,0
AC005180.2,12,12,2,14,0,0,0,5,0,5,0,0
AC005181.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005183.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005185.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005186.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005189.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005191.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005197.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005208.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005209.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005220.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005224.1,23,27,4,37,9,10,19,31,7,14,7,20
AC005224.2,0,0,0,2,0,0,0,0,0,0,4,0
AC005224.3,0,0,0,2,0,0,0,0,0,2,0,0
AC005225.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005225.2,4,0,6,11,0,0,0,4,0,11,0,0
AC005225.3,0,1,0,2,3,0,2,0,0,1,0,0
AC005225.4,2,3,10,28,10,9,3,7,4,2,1,6
AC005229.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005229.4,200,174,118,370,121,162,84,179,54,106,98,122
AC005230.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005232.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005234.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005237.1,0,0,0,0,0,0,0,0,4,4,0,0
AC005237.2,0,0,0,0,0,0,0,0,0,1,0,0
AC005244.1,0,1,1,1,0,0,0,0,1,0,0,0
AC005244.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005252.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005252.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005252.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005253.1,26,40,44,198,58,55,21,49,28,52,33,59
AC005253.2,20,13,31,53,16,15,8,30,11,21,12,13
AC005255.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005256.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005258.1,15,8,32,78,27,11,6,25,15,29,33,0
AC005261.1,161,166,122,269,213,205,134,368,84,156,264,298
AC005261.2,0,0,0,13,7,10,0,9,0,3,2,5
AC005261.3,31,36,23,58,52,42,22,80,18,23,74,46
AC005261.4,6,10,9,11,13,5,2,9,2,3,7,10
AC005261.5,2,4,10,5,10,12,6,9,0,0,13,11
AC005262.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005262.2,1,0,2,2,0,0,0,2,0,0,0,0
AC005264.1,0,0,3,7,0,0,0,0,0,0,0,0
AC005274.1,0,2,3,10,0,1,0,0,0,0,0,0
AC005277.1,0,0,3,6,0,0,0,0,0,0,0,0
AC005277.2,0,0,0,2,0,1,0,0,0,0,0,0
AC005280.1,4,0,21,99,5,22,0,16,3,14,2,17
AC005280.2,29,26,99,233,35,20,0,1,0,8,0,6
AC005280.3,0,0,0,24,0,3,0,0,0,0,0,0
AC005281.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005288.1,638,681,369,816,577,609,291,839,146,307,485,526
AC005291.1,0,0,0,0,0,0,0,3,0,0,0,0
AC005291.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005293.1,0,0,0,3,0,0,0,0,0,0,2,0
AC005294.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005296.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005297.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005300.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005301.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005303.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005304.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005304.2,0,0,0,0,0,0,2,4,2,4,8,2
AC005304.3,0,0,0,0,0,0,0,0,0,0,0,0
AC005306.1,13,22,18,58,19,15,5,20,6,17,11,5
AC005307.1,2,0,50,47,0,0,0,0,0,0,0,0
AC005323.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005323.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.2,0,0,0,0,0,0,0,0,0,0,0,0
AC005324.3,236,0,13,2,0,52,0,34,0,0,95,0
AC005324.4,4,4,8,8,6,12,5,8,1,6,3,8
AC005324.5,0,0,0,0,0,0,0,0,0,0,0,2
AC005324.6,0,0,0,0,0,0,0,0,0,0,1,0
AC005326.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005329.1,0,12,6,20,3,6,2,0,0,0,0,0
AC005329.2,0,0,0,2,0,4,0,2,0,0,0,0
AC005329.3,5,6,0,0,0,2,0,0,0,0,0,0
AC005330.1,0,0,0,0,0,0,0,0,0,0,0,0
AC005332.1,2,0,0,3,4,6,2,0,4,0,0,0
AC005332.2,0,2,0,0,0,0,0,0,0,0,0,0
